date,final,seasonal,seasonal.adjustment,trend,irregular,adjustment.factor,adjustment.ratio,residual
2006-01-01,134503.81990723,1.11768010832635,134503.81990723,134198.975035788,1.00227158867168,1.12732114303208,1.12732114303208,0.00223222107683581
2006-02-01,133792.60954226,1.02647939682706,133792.60954226,134650.30499027,0.993630200480628,1.01739550835956,1.01739550835956,-0.00678582475751105
2006-03-01,134033.501954247,1.11841519421224,134033.501954247,135157.148476592,0.991686370014384,1.13479091258781,1.13479091258781,-0.00658875346616264
2006-04-01,134657.96612937,0.972602673296034,134657.96612937,135756.117598086,0.99191085095725,0.931411661746795,0.931411661746795,-0.00366997165216765
2006-05-01,135087.895218109,0.959102510803714,135087.895218109,136458.44023097,0.989956319224067,0.999763892848746,0.999763892848746,-0.00292074084690443
2006-06-01,139761.045955979,0.966256670896869,139761.045955979,137191.755930449,1.01872772899584,0.967952114801793,0.967952114801793,0.0276578646664538
2006-07-01,136863.327389936,0.953713733772766,136863.327389936,137868.768298713,0.992707261251525,0.952921447163282,0.952921447163282,-0.00308704244200729
2006-08-01,138846.549039357,0.943336032578743,138846.549039357,138528.510820373,1.00229583222328,0.933037233523742,0.933037233523741,0.00844171057889798
2006-09-01,138923.542386049,0.921197584638264,138923.542386049,139203.243459928,0.997990700023025,0.910831942712589,0.910831942712589,0.00356617208570015
2006-10-01,138977.209850437,0.935167097785734,138977.209850437,139903.79951063,0.993376951423519,0.943233787331557,0.943233787331558,-0.000217123484224046
2006-11-01,139980.482628122,0.925786880179202,139980.482628122,140665.964858468,0.99512687926297,0.928315130511588,0.928315130511588,0.00360705865928381
2006-12-01,139628.681767793,1.16003596886137,139628.681767793,141519.785379076,0.986637178637474,1.1241028563245,1.1241028563245,-0.0029871513602368
2007-01-01,146403.777538728,1.11618065143542,146403.777538728,142386.99708012,1.02821030389697,1.16350139910113,1.16350139910113,0.0394853443338034
2007-02-01,143777.582123185,1.02726767496658,143777.582123185,143110.716821473,1.00465978590928,1.01817681058634,1.01817681058634,0.0132783967186244
2007-03-01,143201.838301285,1.11994488526924,143201.838301285,143729.787424554,0.996326793960184,1.09626385989342,1.09626385989342,0.00368872327986818
2007-04-01,143011.413217454,0.974018227835253,143011.413217454,144384.525461596,0.990489893291873,0.995976452476705,0.995976452476705,-0.00234755537437569
2007-05-01,148301.441078886,0.959904033658346,148301.441078886,145038.545761535,1.02249674595273,0.949424354717526,0.949424354717524,0.0306467576309447
2007-06-01,145792.06409675,0.962910147603793,145792.06409675,145575.711904471,1.00148618330249,0.952075141126243,0.952075141126244,-0.0133457028218462
2007-07-01,146484.183824077,0.954471409161094,146484.183824077,146019.827076476,1.00318009380574,0.962704616420307,0.962704616420306,0.00476120132747316
2007-08-01,146768.319698218,0.942670952991962,146768.319698218,146427.468145483,1.00232778424057,0.956473442556582,0.956473442556582,-0.00348647692745259
2007-09-01,146504.973359831,0.92138795019672,146504.973359831,146812.371562522,0.997906183249959,0.88236595001111,0.88236595001111,-0.00578684523916466
2007-10-01,148467.655253657,0.935888792280286,148467.655253657,147170.700904697,1.00881258525635,0.97556602313508,0.975566023135079,0.00732662879788583
2007-11-01,146769.053208615,0.926594350177211,146769.053208615,147490.816315267,0.995106386114854,0.928220200523876,0.928220200523876,-0.0107163219899356
2007-12-01,149703.147131581,1.16210331797294,149703.147131581,147768.083558809,1.01309527420379,1.16113791413628,1.16113791413628,0.0115850372670721
2008-01-01,148792.309482714,1.11023546100643,148792.309482714,147955.399321544,1.00565650300704,1.09811455019442,1.09811455019442,-0.0251218421490708
2008-02-01,146192.063248771,1.02807978037181,146192.063248771,148101.945232205,0.9871042748261,1.06791023076496,1.06791023076496,-0.022492971761633
2008-03-01,144826.108579634,1.12329985753845,144826.108579634,148386.384566651,0.976006720580099,1.12236668922594,1.12236668922594,-0.0239182515191233
2008-04-01,150530.628895212,0.976881074975341,150530.628895212,148827.524487986,1.01144347736136,0.975980775993909,0.975980775993909,0.018813475944962
2008-05-01,150186.201672694,0.957958508345445,150186.201672694,149250.345968589,1.00627037544223,0.937702654648098,0.937702654648098,-0.00870718744141912
2008-06-01,148337.192787353,0.959248107574002,148337.192787353,149620.736646096,0.991421350492487,0.980873355265527,0.980873355265526,-0.0268774595486684
2008-07-01,151365.133131706,0.954916185132489,151365.133131706,149993.67524768,1.00914343809339,0.944490960646826,0.944490960646825,0.00919518905529216
2008-08-01,149503.962366122,0.941970198380414,149503.962366122,150350.397535705,0.99437024987325,0.912791860765583,0.912791860765582,-0.0131992561818544
2008-09-01,150427.904795349,0.922140583450167,150427.904795349,150716.962674446,0.998082114488189,0.949026048020939,0.949026048020939,-0.00236727320534959
2008-10-01,150059.834545564,0.93598983770039,150059.834545564,151134.167582342,0.992891527746742,0.949694503073229,0.949694503073229,-0.0107368012215619
2008-11-01,152576.508320396,0.92816128886061,152576.508320396,151579.624800075,1.00657663272116,0.888852428810441,0.88885242881044,0.0113109822334437
2008-12-01,138354.427662324,1.16234227938839,138354.427662324,136980.304660575,1.01003153705311,1.21162006039398,1.21162006039398,0.00574131878417587
2009-01-01,140728.62219739,1.10216158034599,140728.62219739,137175.140267256,1.02590470782979,1.07885657963058,1.07885657963058,-0.00184156654251463
2009-02-01,139861.193660205,1.03051803270764,139861.193660205,137127.718872521,1.01993378734919,1.02139840409961,1.02139840409961,0.0173074545470974
2009-03-01,136762.930430686,1.13121658235486,136762.930430686,136888.101942362,0.999085592466402,1.14097438179044,1.14097438179044,-8.41738122840921e-05
2009-04-01,135693.994062748,0.979094016158137,135693.994062748,136613.726596199,0.993267641866108,0.981767844038816,0.981767844038815,-0.0277194927981521
2009-05-01,136151.045008657,0.955108880526778,136151.045008657,136385.718483822,0.998279339818171,0.925523560924471,0.925523560924471,-0.0348608315330631
2009-06-01,135848.620491712,0.957224935240941,135848.620491712,136194.636891073,0.997459397761467,0.985133301432125,0.985133301432125,-0.0280612807679311
2009-07-01,135682.592026549,0.95457778186164,135682.592026549,136031.186788718,0.99743739086309,0.968554609970055,0.968554609970056,-0.0217628494241582
2009-08-01,134182.242299081,0.942696145870002,134182.242299081,135928.795185085,0.987150972068683,0.941913011993729,0.94191301199373,-0.026738506181498
2009-09-01,135699.97449758,0.923577950738939,135699.97449758,135915.438106197,0.998414723068849,0.922726776210509,0.922726776210509,-0.00923493913069222
2009-10-01,135992.252495932,0.937012258010158,135992.252495932,135949.966765164,1.0003110389195,0.917199308863063,0.917199308863063,-0.00852015928068831
2009-11-01,134356.392480718,0.929306003286754,134356.392480718,136025.577339302,0.987728889733582,0.950256237479159,0.950256237479159,-0.0225072829821403
2009-12-01,134959.055131582,1.16059666373916,134959.055131582,136202.012732668,0.990874161283322,1.14792593834443,1.14792593834443,-0.022747108916644
2010-01-01,132851.48799368,1.09047721035074,132851.48799368,136552.189240099,0.972898997320998,1.05669874022547,1.05669874022547,-0.0627891773816287
2010-02-01,136711.126381235,1.03018204839849,136711.126381235,137103.502423814,0.997138103435416,1.02106539310293,1.02106539310293,0.0104170678564658
